RUN	com.testingexcellence.simulations.CreateSimulation	createsimulation	1559220230744	 	3.1.2
REQUEST	131		Conector XO HttpCode 200	1559220232630	1559220233380	OK	 
REQUEST	139		Conector XO HttpCode 200	1559220232669	1559220233382	OK	 
REQUEST	59		Conector IMS HttpCode 200	1559220232677	1559220233383	OK	 
REQUEST	155		Conector XO HttpCode 200	1559220232681	1559220233385	OK	 
REQUEST	163		Conector XO HttpCode 200	1559220232685	1559220233386	OK	 
REQUEST	147		Conector XO HttpCode 200	1559220232687	1559220233388	OK	 
REQUEST	171		Conector XO HttpCode 200	1559220232689	1559220233389	OK	 
REQUEST	179		Conector XO HttpCode 200	1559220232696	1559220233390	OK	 
REQUEST	187		Conector XO HttpCode 200	1559220232700	1559220233392	OK	 
REQUEST	195		Conector XO HttpCode 200	1559220232721	1559220233394	OK	 
REQUEST	144		Conector XO HttpCode 200	1559220232674	1559220233416	OK	 
REQUEST	152		Conector XO HttpCode 200	1559220232680	1559220233417	OK	 
REQUEST	119		Conector XO HttpCode 200 Redirect 1	1559220233217	1559220233420	OK	 
REQUEST	160		Conector XO HttpCode 200	1559220232683	1559220233422	OK	 
REQUEST	159		Conector XO HttpCode 200 Redirect 1	1559220233295	1559220233423	OK	 
REQUEST	138		Conector XO HttpCode 200 Redirect 1	1559220233157	1559220233423	KO	j.i.IOException: Premature close
REQUEST	168		Conector XO HttpCode 200	1559220232687	1559220233424	OK	 
REQUEST	127		Conector XO HttpCode 200 Redirect 1	1559220233293	1559220233426	OK	 
REQUEST	167		Conector XO HttpCode 200 Redirect 1	1559220233296	1559220233428	OK	 
REQUEST	111		Conector XO HttpCode 200	1559220232608	1559220233430	OK	 
REQUEST	129		Conector XO HttpCode 200	1559220232627	1559220233426	OK	 
REQUEST	55		Conector IMS HttpCode 200 Redirect 1	1559220233198	1559220233431	OK	 
REQUEST	145		Conector XO HttpCode 200	1559220232675	1559220233432	OK	 
REQUEST	176		Conector XO HttpCode 200	1559220232694	1559220233510	OK	 
REQUEST	184		Conector XO HttpCode 200	1559220232699	1559220233512	OK	 
REQUEST	150		Conector XO HttpCode 200 Redirect 1	1559220233204	1559220233513	OK	 
REQUEST	192		Conector XO HttpCode 200	1559220232716	1559220233513	OK	 
REQUEST	200		Conector XO HttpCode 200	1559220232726	1559220233514	OK	 
REQUEST	86		Conector IMS HttpCode 200	1559220232593	1559220233515	OK	 
REQUEST	198		Conector XO HttpCode 200 Redirect 1	1559220233208	1559220233516	OK	 
REQUEST	190		Conector XO HttpCode 200 Redirect 1	1559220233207	1559220233517	OK	 
REQUEST	158		Conector XO HttpCode 200 Redirect 1	1559220233206	1559220233519	OK	 
REQUEST	142		Conector XO HttpCode 200 Redirect 1	1559220233202	1559220233520	OK	 
REQUEST	24		Conector IMS HttpCode 400	1559220233314	1559220233532	OK	 
REQUEST	27		Conector IMS HttpCode 200 Redirect 1	1559220233262	1559220233540	KO	j.i.IOException: Premature close
REQUEST	78		Conector IMS HttpCode 422	1559220233293	1559220233556	OK	 
REQUEST	15		Conector IMS HttpCode 200 Redirect 1	1559220233195	1559220233557	KO	j.i.IOException: Premature close
REQUEST	70		Conector IMS HttpCode 422	1559220233254	1559220233558	OK	 
REQUEST	7		Conector IMS HttpCode 200 Redirect 1	1559220233160	1559220233559	KO	j.i.IOException: Premature close
REQUEST	134		Conector XO HttpCode 400	1559220233297	1559220233559	OK	 
REQUEST	126		Conector XO HttpCode 400	1559220233298	1559220233561	OK	 
REQUEST	36		Conector IMS HttpCode 200	1559220232559	1559220233566	OK	 
REQUEST	191		Conector XO HttpCode 200 Redirect 1	1559220233298	1559220233567	OK	 
REQUEST	175		Conector XO HttpCode 200 Redirect 1	1559220233297	1559220233568	OK	 
REQUEST	4		Conector IMS HttpCode 200	1559220232532	1559220233568	OK	 
REQUEST	44		Conector IMS HttpCode 200	1559220232561	1559220233570	OK	 
REQUEST	52		Conector IMS HttpCode 200	1559220232574	1559220233571	OK	 
REQUEST	71		Conector IMS HttpCode 200 Redirect 1	1559220233319	1559220233571	KO	j.i.IOException: Premature close
REQUEST	64		Conector IMS HttpCode 400	1559220233324	1559220233572	OK	 
REQUEST	68		Conector IMS HttpCode 200	1559220232580	1559220233572	OK	 
REQUEST	95		Conector IMS HttpCode 200 Redirect 1	1559220233323	1559220233572	KO	j.i.IOException: Premature close
REQUEST	31		Conector IMS HttpCode 200 Redirect 1	1559220233310	1559220233573	KO	j.i.IOException: Premature close
REQUEST	76		Conector IMS HttpCode 200	1559220232588	1559220233573	OK	 
REQUEST	23		Conector IMS HttpCode 200 Redirect 1	1559220233309	1559220233575	KO	j.i.IOException: Premature close
REQUEST	125		Conector XO HttpCode 400	1559220233225	1559220233583	OK	 
REQUEST	17		Conector IMS HttpCode 422	1559220233242	1559220233587	OK	 
REQUEST	25		Conector IMS HttpCode 422	1559220233257	1559220233588	OK	 
REQUEST	9		Conector IMS HttpCode 422	1559220233234	1559220233590	OK	 
REQUEST	84		Conector IMS HttpCode 200	1559220232592	1559220233581	OK	 
REQUEST	92		Conector IMS HttpCode 200	1559220232595	1559220233592	OK	 
REQUEST	108		Conector XO HttpCode 200	1559220232605	1559220233594	OK	 
REQUEST	153		Conector XO HttpCode 200	1559220232680	1559220233607	OK	 
REQUEST	161		Conector XO HttpCode 200	1559220232683	1559220233609	OK	 
REQUEST	169		Conector XO HttpCode 200	1559220232695	1559220233610	OK	 
REQUEST	113		Conector XO HttpCode 400 Redirect 1	1559220233232	1559220233611	OK	 
REQUEST	85		Conector IMS HttpCode 200 Redirect 1	1559220233302	1559220233611	KO	j.i.IOException: Premature close
USER	Cenários de Testes Funcionais Conector X0	113	END	1559220232609	1559220233612
REQUEST	185		Conector XO HttpCode 200	1559220232700	1559220233612	OK	 
REQUEST	100		Conector IMS HttpCode 200	1559220232610	1559220233596	OK	 
REQUEST	29		Conector IMS HttpCode 200 Redirect 1	1559220233297	1559220233613	KO	j.i.IOException: Premature close
REQUEST	193		Conector XO HttpCode 200	1559220232717	1559220233613	OK	 
REQUEST	21		Conector IMS HttpCode 200 Redirect 1	1559220233296	1559220233614	KO	j.i.IOException: Premature close
REQUEST	124		Conector XO HttpCode 200	1559220232620	1559220233614	OK	 
REQUEST	57		Conector IMS HttpCode 200	1559220232733	1559220233614	OK	 
REQUEST	137		Conector XO HttpCode 200	1559220232741	1559220233615	OK	 
REQUEST	53		Conector IMS HttpCode 200 Redirect 1	1559220233299	1559220233615	KO	j.i.IOException: Premature close
REQUEST	140		Conector XO HttpCode 200	1559220232676	1559220233616	OK	 
REQUEST	133		Conector XO HttpCode 200 Redirect 1	1559220233306	1559220233616	KO	j.i.IOException: Premature close
REQUEST	156		Conector XO HttpCode 200	1559220232681	1559220233617	OK	 
REQUEST	148		Conector XO HttpCode 200	1559220232677	1559220233625	OK	 
REQUEST	47		Conector IMS HttpCode 200 Redirect 1	1559220233317	1559220233576	KO	j.i.IOException: Premature close
REQUEST	136		Conector XO HttpCode 200	1559220232744	1559220233634	OK	 
REQUEST	79		Conector IMS HttpCode 200 Redirect 1	1559220233321	1559220233631	KO	j.i.IOException: Premature close
REQUEST	88		Conector IMS HttpCode 200 Redirect 1	1559220233327	1559220233640	KO	j.i.IOException: Premature close
REQUEST	112		Conector XO HttpCode 200 Redirect 1	1559220233331	1559220233641	KO	j.i.IOException: Premature close
REQUEST	199		Conector XO HttpCode 200 Redirect 1	1559220233327	1559220233642	OK	 
REQUEST	16		Conector IMS HttpCode 200 Redirect 1	1559220233316	1559220233644	KO	j.i.IOException: Premature close
REQUEST	109		Conector XO HttpCode 200 Redirect 1	1559220233305	1559220233617	KO	j.i.IOException: Premature close
REQUEST	80		Conector IMS HttpCode 200 Redirect 1	1559220233326	1559220233645	KO	j.i.IOException: Premature close
REQUEST	93		Conector IMS HttpCode 200 Redirect 1	1559220233303	1559220233645	KO	j.i.IOException: Premature close
REQUEST	48		Conector IMS HttpCode 200 Redirect 1	1559220233322	1559220233646	KO	j.i.IOException: Premature close
REQUEST	104		Conector XO HttpCode 200 Redirect 1	1559220233330	1559220233648	KO	j.i.IOException: Premature close
REQUEST	37		Conector IMS HttpCode 200 Redirect 1	1559220233298	1559220233648	KO	j.i.IOException: Premature close
REQUEST	96		Conector IMS HttpCode 200 Redirect 1	1559220233328	1559220233649	KO	j.i.IOException: Premature close
REQUEST	61		Conector IMS HttpCode 422	1559220233335	1559220233657	OK	 
REQUEST	101		Conector XO HttpCode 400	1559220233333	1559220233658	OK	 
REQUEST	32		Conector IMS HttpCode 400	1559220233318	1559220233659	OK	 
REQUEST	45		Conector IMS HttpCode 422 Redirect 1	1559220233340	1559220233663	KO	status.find.is(422), but actually found 200
REQUEST	63		Conector IMS HttpCode 200 Redirect 1	1559220233318	1559220233663	KO	j.i.IOException: Premature close
REQUEST	172		Conector XO HttpCode 200	1559220232690	1559220233669	OK	 
REQUEST	188		Conector XO HttpCode 200	1559220232701	1559220233670	OK	 
REQUEST	196		Conector XO HttpCode 200	1559220232722	1559220233671	OK	 
REQUEST	180		Conector XO HttpCode 200	1559220232725	1559220233672	OK	 
REQUEST	158		Conector XO HttpCode 400	1559220233520	1559220233739	OK	 
REQUEST	83		Conector IMS HttpCode 200 Redirect 1	1559220233371	1559220233642	KO	j.i.IOException: Premature close
REQUEST	189		Conector XO HttpCode 200 Redirect 1	1559220233315	1559220233666	KO	j.i.IOException: Premature close
REQUEST	130		Conector XO HttpCode 200 Redirect 1	1559220233154	1559220233620	KO	j.i.IOException: Premature close
REQUEST	33		Conector IMS HttpCode 200 Redirect 1	1559220233260	1559220233699	KO	j.i.IOException: Premature close
REQUEST	67		Conector IMS HttpCode 200 Redirect 1	1559220233369	1559220233745	KO	j.i.IOException: Premature close
REQUEST	87		Conector IMS HttpCode 200 Redirect 1	1559220233322	1559220233699	KO	j.i.IOException: Premature close
REQUEST	39		Conector IMS HttpCode 200 Redirect 1	1559220233315	1559220233747	KO	j.i.IOException: Premature close
REQUEST	40		Conector IMS HttpCode 200 Redirect 1	1559220233321	1559220233711	KO	j.i.IOException: Premature close
REQUEST	156		Conector XO HttpCode 200 Redirect 1	1559220233618	1559220233717	KO	j.i.IOException: Premature close
REQUEST	72		Conector IMS HttpCode 200 Redirect 1	1559220233324	1559220233749	KO	j.i.IOException: Premature close
REQUEST	120		Conector XO HttpCode 200 Redirect 1	1559220233340	1559220233751	KO	j.i.IOException: Premature close
REQUEST	78		Conector IMS HttpCode 422 Redirect 1	1559220233556	1559220233743	KO	status.find.is(422), but actually found 200
REQUEST	9		Conector IMS HttpCode 422 Redirect 1	1559220233590	1559220233751	KO	status.find.is(422), but actually found 200
REQUEST	140		Conector XO HttpCode 200 Redirect 1	1559220233617	1559220233753	KO	j.i.IOException: Premature close
REQUEST	24		Conector IMS HttpCode 400 Redirect 1	1559220233533	1559220233755	OK	 
REQUEST	142		Conector XO HttpCode 400	1559220233521	1559220233766	OK	 
REQUEST	126		Conector XO HttpCode 400 Redirect 1	1559220233561	1559220233770	OK	 
USER	Cenários de Testes Funcionais Conector X0	126	END	1559220232621	1559220233770
REQUEST	92		Conector IMS HttpCode 200 Redirect 1	1559220233593	1559220233755	KO	j.i.IOException: Premature close
REQUEST	146		Conector XO HttpCode 200 Redirect 1	1559220233173	1559220233745	KO	j.i.IOException: Premature close
REQUEST	124		Conector XO HttpCode 200 Redirect 1	1559220233614	1559220233814	KO	j.i.IOException: Premature close
REQUEST	100		Conector IMS HttpCode 200 Redirect 1	1559220233613	1559220233815	KO	j.i.IOException: Premature close
REQUEST	76		Conector IMS HttpCode 200 Redirect 1	1559220233574	1559220233817	KO	j.i.IOException: Premature close
REQUEST	108		Conector XO HttpCode 200 Redirect 1	1559220233595	1559220233822	KO	j.i.IOException: Premature close
REQUEST	68		Conector IMS HttpCode 200 Redirect 1	1559220233573	1559220233823	KO	j.i.IOException: Premature close
REQUEST	197		Conector XO HttpCode 200 Redirect 1	1559220233316	1559220233748	KO	j.i.IOException: Premature close
REQUEST	181		Conector XO HttpCode 200 Redirect 1	1559220233314	1559220233826	KO	j.i.IOException: Premature close
REQUEST	147		Conector XO HttpCode 200 Redirect 1	1559220233388	1559220233751	KO	j.i.IOException: Premature close
REQUEST	163		Conector XO HttpCode 200 Redirect 1	1559220233387	1559220233828	KO	j.i.IOException: Premature close
REQUEST	25		Conector IMS HttpCode 422 Redirect 1	1559220233589	1559220233753	KO	status.find.is(422), but actually found 200
REQUEST	123		Conector XO HttpCode 200 Redirect 1	1559220233379	1559220233830	KO	j.i.IOException: Premature close
REQUEST	103		Conector XO HttpCode 200 Redirect 1	1559220233324	1559220233758	KO	j.i.IOException: Premature close
REQUEST	70		Conector IMS HttpCode 422 Redirect 1	1559220233558	1559220233773	KO	j.i.IOException: Premature close
REQUEST	167		Conector XO HttpCode 400	1559220233429	1559220233868	OK	 
REQUEST	127		Conector XO HttpCode 400	1559220233427	1559220233869	OK	 
REQUEST	15		Conector IMS HttpCode 422	1559220233558	1559220233870	OK	 
REQUEST	7		Conector IMS HttpCode 422	1559220233560	1559220233871	OK	 
REQUEST	134		Conector XO HttpCode 400 Redirect 1	1559220233560	1559220233871	OK	 
REQUEST	175		Conector XO HttpCode 400	1559220233569	1559220233872	OK	 
REQUEST	191		Conector XO HttpCode 400	1559220233567	1559220233873	OK	 
REQUEST	55		Conector IMS HttpCode 422	1559220233432	1559220233874	OK	 
REQUEST	159		Conector XO HttpCode 400	1559220233424	1559220233877	OK	 
REQUEST	119		Conector XO HttpCode 400	1559220233421	1559220233880	OK	 
REQUEST	111		Conector XO HttpCode 200 Redirect 1	1559220233430	1559220233897	KO	j.i.IOException: Premature close
REQUEST	184		Conector XO HttpCode 200 Redirect 1	1559220233512	1559220233775	KO	j.i.IOException: Premature close
USER	Cenários de Testes Funcionais Conector X0	134	END	1559220232632	1559220233872
REQUEST	176		Conector XO HttpCode 200 Redirect 1	1559220233511	1559220233903	KO	j.i.IOException: Premature close
REQUEST	200		Conector XO HttpCode 200 Redirect 1	1559220233515	1559220233905	KO	j.i.IOException: Premature close
REQUEST	84		Conector IMS HttpCode 200 Redirect 1	1559220233592	1559220233825	KO	j.i.IOException: Premature close
REQUEST	106		Conector XO HttpCode 200 Redirect 1	1559220233146	1559220233824	KO	j.i.IOException: Premature close
REQUEST	70		Conector IMS HttpCode 400	1559220233866	1559220233908	OK	 
REQUEST	168		Conector XO HttpCode 200 Redirect 1	1559220233424	1559220233909	KO	j.i.IOException: Premature close
REQUEST	152		Conector XO HttpCode 200 Redirect 1	1559220233421	1559220233910	KO	j.i.IOException: Premature close
REQUEST	160		Conector XO HttpCode 200 Redirect 1	1559220233423	1559220233913	KO	j.i.IOException: Premature close
REQUEST	117		Conector XO HttpCode 200 Redirect 1	1559220233345	1559220233828	KO	j.i.IOException: Premature close
REQUEST	64		Conector IMS HttpCode 400 Redirect 1	1559220233572	1559220233916	KO	j.i.IOException: Premature close
REQUEST	79		Conector IMS HttpCode 422	1559220233634	1559220233922	OK	 
REQUEST	31		Conector IMS HttpCode 422	1559220233574	1559220233924	OK	 
REQUEST	95		Conector IMS HttpCode 422	1559220233573	1559220233927	OK	 
REQUEST	47		Conector IMS HttpCode 422	1559220233631	1559220233929	OK	 
REQUEST	23		Conector IMS HttpCode 422	1559220233576	1559220233930	OK	 
REQUEST	199		Conector XO HttpCode 400	1559220233643	1559220233933	OK	 
REQUEST	71		Conector IMS HttpCode 422	1559220233572	1559220233935	OK	 
REQUEST	167		Conector XO HttpCode 400 Redirect 1	1559220233868	1559220233965	OK	 
REQUEST	127		Conector XO HttpCode 400 Redirect 1	1559220233870	1559220233968	OK	 
USER	Cenários de Testes Funcionais Conector X0	167	END	1559220232686	1559220233967
USER	Cenários de Testes Funcionais Conector X0	127	END	1559220232622	1559220233968
REQUEST	136		Conector XO HttpCode 200 Redirect 1	1559220233635	1559220233918	KO	j.i.IOException: Premature close
REQUEST	192		Conector XO HttpCode 200 Redirect 1	1559220233514	1559220234015	KO	j.i.IOException: Premature close
REQUEST	144		Conector XO HttpCode 200 Redirect 1	1559220233416	1559220234017	KO	j.i.IOException: Premature close
REQUEST	104		Conector XO HttpCode 400	1559220233648	1559220234039	OK	 
REQUEST	96		Conector IMS HttpCode 422	1559220233649	1559220234040	OK	 
REQUEST	112		Conector XO HttpCode 400	1559220233643	1559220234042	OK	 
REQUEST	48		Conector IMS HttpCode 422	1559220233647	1559220234044	OK	 
REQUEST	195		Conector XO HttpCode 200 Redirect 1	1559220233395	1559220233831	KO	j.i.IOException: Premature close
REQUEST	88		Conector IMS HttpCode 422	1559220233641	1559220234045	OK	 
REQUEST	80		Conector IMS HttpCode 422	1559220233646	1559220234046	OK	 
REQUEST	16		Conector IMS HttpCode 422	1559220233645	1559220234048	OK	 
REQUEST	17		Conector IMS HttpCode 422 Redirect 1	1559220233587	1559220233838	KO	status.find.is(422), but actually found 200
REQUEST	4		Conector IMS HttpCode 200 Redirect 1	1559220233569	1559220233957	KO	j.i.IOException: Premature close
REQUEST	36		Conector IMS HttpCode 200 Redirect 1	1559220233567	1559220234084	KO	j.i.IOException: Premature close
REQUEST	52		Conector IMS HttpCode 200 Redirect 1	1559220233572	1559220234098	KO	j.i.IOException: Premature close
REQUEST	144		Conector XO HttpCode 400	1559220234017	1559220234102	OK	 
REQUEST	44		Conector IMS HttpCode 200 Redirect 1	1559220233570	1559220234102	KO	j.i.IOException: Premature close
REQUEST	64		Conector IMS HttpCode 400	1559220233918	1559220234104	KO	j.i.IOException: Premature close
REQUEST	192		Conector XO HttpCode 400	1559220234016	1559220234106	KO	j.i.IOException: Premature close
REQUEST	136		Conector XO HttpCode 400	1559220234015	1559220234107	KO	j.i.IOException: Premature close
REQUEST	160		Conector XO HttpCode 400	1559220233916	1559220234109	OK	 
REQUEST	152		Conector XO HttpCode 400	1559220233913	1559220234111	OK	 
USER	Cenários de Testes Funcionais Conector X0	192	END	1559220232714	1559220234107
USER	Cenários de Testes Funcionais Conector X0	136	END	1559220232657	1559220234107
REQUEST	173		Conector XO HttpCode 200 Redirect 1	1559220233312	1559220233916	KO	j.i.IOException: Premature close
REQUEST	131		Conector XO HttpCode 200 Redirect 1	1559220233381	1559220234126	KO	j.i.IOException: Premature close
REQUEST	76		Conector IMS HttpCode 422	1559220233821	1559220234137	OK	 
REQUEST	139		Conector XO HttpCode 200 Redirect 1	1559220233382	1559220234127	KO	j.i.IOException: Premature close
REQUEST	186		Conector XO HttpCode 200 Redirect 1	1559220233182	1559220233959	KO	j.i.IOException: Premature close
REQUEST	15		Conector IMS HttpCode 422 Redirect 1	1559220233871	1559220233968	KO	status.find.is(422), but actually found 200
REQUEST	171		Conector XO HttpCode 200 Redirect 1	1559220233389	1559220234171	KO	j.i.IOException: Premature close
REQUEST	157		Conector XO HttpCode 200 Redirect 1	1559220233310	1559220234127	KO	j.i.IOException: Premature close
REQUEST	100		Conector IMS HttpCode 422	1559220233816	1559220234143	KO	j.i.IOException: Premature close
REQUEST	89		Conector IMS HttpCode 200 Redirect 1	1559220233354	1559220234152	KO	j.i.IOException: Premature close
REQUEST	48		Conector IMS HttpCode 422 Redirect 1	1559220234044	1559220234158	KO	j.i.IOException: Premature close
REQUEST	194		Conector XO HttpCode 200 Redirect 1	1559220233183	1559220234171	KO	j.i.IOException: Premature close
REQUEST	108		Conector XO HttpCode 400	1559220233823	1559220234174	KO	j.i.IOException: Premature close
USER	Cenários de Testes Funcionais Conector X0	108	END	1559220232604	1559220234174
REQUEST	165		Conector XO HttpCode 200 Redirect 1	1559220233311	1559220234175	KO	j.i.IOException: Premature close
REQUEST	124		Conector XO HttpCode 400	1559220233814	1559220234175	KO	j.i.IOException: Premature close
REQUEST	4		Conector IMS HttpCode 422	1559220234082	1559220234175	KO	j.i.IOException: Premature close
USER	Cenários de Testes Funcionais Conector X0	124	END	1559220232619	1559220234175
REQUEST	96		Conector IMS HttpCode 422 Redirect 1	1559220234041	1559220234174	KO	j.i.IOException: Premature close
REQUEST	73		Conector IMS HttpCode 200 Redirect 1	1559220233351	1559220234175	KO	j.i.IOException: Premature close
REQUEST	104		Conector XO HttpCode 400 Redirect 1	1559220234039	1559220234200	KO	j.i.IOException: Premature close
REQUEST	112		Conector XO HttpCode 400 Redirect 1	1559220234043	1559220234201	KO	j.i.IOException: Premature close
REQUEST	49		Conector IMS HttpCode 200 Redirect 1	1559220233347	1559220234201	KO	j.i.IOException: Premature close
REQUEST	145		Conector XO HttpCode 200 Redirect 1	1559220233432	1559220234204	KO	j.i.IOException: Premature close
REQUEST	129		Conector XO HttpCode 200 Redirect 1	1559220233431	1559220234205	KO	j.i.IOException: Premature close
USER	Cenários de Testes Funcionais Conector X0	104	END	1559220232600	1559220234201
USER	Cenários de Testes Funcionais Conector X0	112	END	1559220232608	1559220234202
REQUEST	149		Conector XO HttpCode 200 Redirect 1	1559220233309	1559220234176	KO	j.i.IOException: Premature close
REQUEST	105		Conector XO HttpCode 200 Redirect 1	1559220233357	1559220234206	KO	j.i.IOException: Premature close
REQUEST	160		Conector XO HttpCode 400 Redirect 1	1559220234109	1559220234206	KO	j.i.IOException: Premature close
REQUEST	144		Conector XO HttpCode 400 Redirect 1	1559220234102	1559220234206	KO	j.i.IOException: Premature close
REQUEST	80		Conector IMS HttpCode 422 Redirect 1	1559220234047	1559220234207	KO	j.i.IOException: Premature close
USER	Cenários de Testes Funcionais Conector X0	160	END	1559220232682	1559220234206
USER	Cenários de Testes Funcionais Conector X0	144	END	1559220232673	1559220234207
REQUEST	88		Conector IMS HttpCode 422 Redirect 1	1559220234046	1559220234208	KO	j.i.IOException: Premature close
REQUEST	84		Conector IMS HttpCode 422	1559220233907	1559220234176	KO	j.i.IOException: Premature close
REQUEST	155		Conector XO HttpCode 200 Redirect 1	1559220233385	1559220234176	KO	j.i.IOException: Premature close
REQUEST	64		Conector IMS HttpCode 200	1559220234105	1559220234233	KO	j.i.IOException: Premature close
REQUEST	68		Conector IMS HttpCode 422	1559220233824	1559220234234	KO	j.i.IOException: Premature close
REQUEST	16		Conector IMS HttpCode 422 Redirect 1	1559220234048	1559220234234	KO	j.i.IOException: Premature close
REQUEST	36		Conector IMS HttpCode 422	1559220234085	1559220234235	KO	j.i.IOException: Premature close
REQUEST	7		Conector IMS HttpCode 422 Redirect 1	1559220233872	1559220234178	KO	status.find.is(422), but actually found 200
REQUEST	92		Conector IMS HttpCode 422	1559220233813	1559220234237	KO	j.i.IOException: Premature close
REQUEST	98		Conector IMS HttpCode 200 Redirect 1	1559220233145	1559220234174	KO	j.i.IOException: Premature close
REQUEST	152		Conector XO HttpCode 400 Redirect 1	1559220234111	1559220234241	KO	j.i.IOException: Premature close
REQUEST	44		Conector IMS HttpCode 422	1559220234102	1559220234247	KO	j.i.IOException: Premature close
REQUEST	58		Conector IMS HttpCode 200 Redirect 1	1559220233180	1559220234244	KO	j.i.IOException: Premature close
REQUEST	191		Conector XO HttpCode 400 Redirect 1	1559220233874	1559220234249	OK	 
REQUEST	175		Conector XO HttpCode 400 Redirect 1	1559220233873	1559220234252	OK	 
REQUEST	52		Conector IMS HttpCode 422	1559220234099	1559220234249	KO	j.i.IOException: Premature close
USER	Cenários de Testes Funcionais Conector X0	152	END	1559220232679	1559220234242
USER	Cenários de Testes Funcionais Conector X0	191	END	1559220232713	1559220234252
USER	Cenários de Testes Funcionais Conector X0	175	END	1559220232692	1559220234253
REQUEST	119		Conector XO HttpCode 400 Redirect 1	1559220233881	1559220234269	OK	 
USER	Cenários de Testes Funcionais Conector X0	119	END	1559220232615	1559220234270
REQUEST	76		Conector IMS HttpCode 422 Redirect 1	1559220234138	1559220234262	KO	j.i.IOException: Premature close
REQUEST	121		Conector XO HttpCode 200 Redirect 1	1559220233426	1559220234208	KO	j.i.IOException: Premature close
REQUEST	97		Conector IMS HttpCode 200 Redirect 1	1559220233356	1559220234291	KO	j.i.IOException: Premature close
REQUEST	141		Conector XO HttpCode 200 Redirect 1	1559220233308	1559220234206	KO	j.i.IOException: Premature close
REQUEST	81		Conector IMS HttpCode 200 Redirect 1	1559220233352	1559220234292	KO	j.i.IOException: Premature close
REQUEST	36		Conector IMS HttpCode 400	1559220234236	1559220234292	OK	 
REQUEST	77		Conector IMS HttpCode 200 Redirect 1	1559220233301	1559220234293	KO	j.i.IOException: Premature close
REQUEST	154		Conector XO HttpCode 200 Redirect 1	1559220233174	1559220234252	KO	j.i.IOException: Premature close
REQUEST	90		Conector IMS HttpCode 200 Redirect 1	1559220233143	1559220234295	KO	j.i.IOException: Premature close
REQUEST	162		Conector XO HttpCode 200 Redirect 1	1559220233176	1559220234300	KO	j.i.IOException: Premature close
REQUEST	125		Conector XO HttpCode 400 Redirect 1	1559220233584	1559220234301	OK	 
REQUEST	178		Conector XO HttpCode 200 Redirect 1	1559220233178	1559220234301	KO	j.i.IOException: Premature close
REQUEST	115		Conector XO HttpCode 200 Redirect 1	1559220233377	1559220234236	KO	j.i.IOException: Premature close
REQUEST	59		Conector IMS HttpCode 200 Redirect 1	1559220233383	1559220234303	KO	j.i.IOException: Premature close
REQUEST	187		Conector XO HttpCode 200 Redirect 1	1559220233393	1559220234304	KO	j.i.IOException: Premature close
USER	Cenários de Testes Funcionais Conector X0	125	END	1559220232620	1559220234301
REQUEST	133		Conector XO HttpCode 400	1559220233617	1559220234326	OK	 
REQUEST	21		Conector IMS HttpCode 422	1559220233614	1559220234327	OK	 
REQUEST	179		Conector XO HttpCode 200 Redirect 1	1559220233391	1559220234305	KO	j.i.IOException: Premature close
REQUEST	96		Conector IMS HttpCode 400	1559220234200	1559220234265	KO	j.i.IOException: Premature close
REQUEST	122		Conector XO HttpCode 200 Redirect 1	1559220233151	1559220234306	KO	j.i.IOException: Premature close
REQUEST	47		Conector IMS HttpCode 422 Redirect 1	1559220233929	1559220234270	KO	status.find.is(422), but actually found 200
REQUEST	114		Conector XO HttpCode 200 Redirect 1	1559220233150	1559220234377	KO	j.i.IOException: Premature close
REQUEST	111		Conector XO HttpCode 400	1559220233898	1559220234380	OK	 
REQUEST	1		Conector IMS HttpCode 200 Redirect 1	1559220233348	1559220234293	KO	j.i.IOException: Premature close
REQUEST	27		Conector IMS HttpCode 422	1559220233541	1559220234382	OK	 
REQUEST	170		Conector XO HttpCode 200 Redirect 1	1559220233177	1559220234386	KO	j.i.IOException: Premature close
REQUEST	2		Conector IMS HttpCode 200 Redirect 1	1559220233043	1559220234390	KO	j.i.IOException: Premature close
REQUEST	10		Conector IMS HttpCode 200 Redirect 1	1559220233039	1559220234391	KO	j.i.IOException: Premature close
REQUEST	65		Conector IMS HttpCode 200 Redirect 1	1559220233350	1559220234399	KO	j.i.IOException: Premature close
REQUEST	48		Conector IMS HttpCode 400	1559220234173	1559220234400	KO	j.i.IOException: Premature close
REQUEST	23		Conector IMS HttpCode 422 Redirect 1	1559220233932	1559220234409	KO	status.find.is(422), but actually found 200
REQUEST	95		Conector IMS HttpCode 422 Redirect 1	1559220233928	1559220234411	KO	status.find.is(422), but actually found 200
REQUEST	31		Conector IMS HttpCode 422 Redirect 1	1559220233924	1559220234413	KO	status.find.is(422), but actually found 200
REQUEST	199		Conector XO HttpCode 400 Redirect 1	1559220233934	1559220234417	OK	 
REQUEST	79		Conector IMS HttpCode 422 Redirect 1	1559220233922	1559220234420	KO	status.find.is(422), but actually found 200
REQUEST	71		Conector IMS HttpCode 422 Redirect 1	1559220233935	1559220234421	KO	status.find.is(422), but actually found 200
USER	Cenários de Testes Funcionais Conector X0	199	END	1559220232724	1559220234419
REQUEST	16		Conector IMS HttpCode 400	1559220234234	1559220234426	KO	j.i.IOException: Premature close
REQUEST	15		Conector IMS HttpCode 400	1559220234172	1559220234441	OK	 
