RUN	com.testingexcellence.simulations.CreateSimulation	createsimulation	1559234922742	 	3.1.2
USER	Testes Funcionais Conector X0	133	START	1559234924612	1559234924612
USER	Testes Funcionais Conector X0	134	START	1559234924613	1559234924613
USER	Testes Funcionais Conector X0	135	START	1559234924613	1559234924613
USER	Testes Funcionais Conector X0	137	START	1559234924614	1559234924614
USER	Testes Funcionais Conector IMS	79	START	1559234924584	1559234924584
USER	Testes Funcionais Conector X0	139	START	1559234924615	1559234924615
USER	Testes Funcionais Conector X0	140	START	1559234924615	1559234924615
USER	Testes Funcionais Conector IMS	77	START	1559234924583	1559234924583
USER	Testes Funcionais Conector X0	141	START	1559234924616	1559234924616
USER	Testes Funcionais Conector X0	142	START	1559234924617	1559234924617
USER	Testes Funcionais Conector X0	143	START	1559234924617	1559234924617
USER	Testes Funcionais Conector X0	144	START	1559234924618	1559234924618
USER	Testes Funcionais Conector X0	145	START	1559234924618	1559234924618
USER	Testes Funcionais Conector X0	146	START	1559234924619	1559234924619
USER	Testes Funcionais Conector X0	147	START	1559234924619	1559234924619
USER	Testes Funcionais Conector X0	148	START	1559234924620	1559234924620
USER	Testes Funcionais Conector X0	149	START	1559234924620	1559234924620
USER	Testes Funcionais Conector X0	151	START	1559234924621	1559234924621
USER	Testes Funcionais Conector X0	150	START	1559234924621	1559234924621
USER	Testes Funcionais Conector IMS	1	START	1559234924458	1559234924458
USER	Testes Funcionais Conector X0	152	START	1559234924622	1559234924622
USER	Testes Funcionais Conector X0	155	START	1559234924623	1559234924623
USER	Testes Funcionais Conector X0	154	START	1559234924623	1559234924623
USER	Testes Funcionais Conector X0	156	START	1559234924624	1559234924624
USER	Testes Funcionais Conector X0	157	START	1559234924625	1559234924625
USER	Testes Funcionais Conector X0	158	START	1559234924625	1559234924625
USER	Testes Funcionais Conector X0	159	START	1559234924625	1559234924625
USER	Testes Funcionais Conector X0	160	START	1559234924626	1559234924626
USER	Testes Funcionais Conector X0	161	START	1559234924626	1559234924626
USER	Testes Funcionais Conector X0	162	START	1559234924626	1559234924626
USER	Testes Funcionais Conector X0	163	START	1559234924627	1559234924627
USER	Testes Funcionais Conector X0	164	START	1559234924627	1559234924627
USER	Testes Funcionais Conector X0	165	START	1559234924627	1559234924627
USER	Testes Funcionais Conector X0	166	START	1559234924628	1559234924628
USER	Testes Funcionais Conector X0	167	START	1559234924628	1559234924628
USER	Testes Funcionais Conector X0	168	START	1559234924628	1559234924628
USER	Testes Funcionais Conector X0	169	START	1559234924628	1559234924628
USER	Testes Funcionais Conector X0	170	START	1559234924629	1559234924629
USER	Testes Funcionais Conector X0	171	START	1559234924629	1559234924629
USER	Testes Funcionais Conector X0	172	START	1559234924630	1559234924630
USER	Testes Funcionais Conector X0	173	START	1559234924630	1559234924630
USER	Testes Funcionais Conector X0	174	START	1559234924631	1559234924631
USER	Testes Funcionais Conector X0	175	START	1559234924631	1559234924631
USER	Testes Funcionais Conector X0	176	START	1559234924633	1559234924633
USER	Testes Funcionais Conector X0	177	START	1559234924633	1559234924633
USER	Testes Funcionais Conector IMS	8	START	1559234924461	1559234924461
USER	Testes Funcionais Conector X0	179	START	1559234924634	1559234924634
USER	Testes Funcionais Conector X0	180	START	1559234924634	1559234924634
USER	Testes Funcionais Conector X0	182	START	1559234924635	1559234924635
USER	Testes Funcionais Conector X0	136	START	1559234924614	1559234924614
USER	Testes Funcionais Conector X0	183	START	1559234924636	1559234924636
USER	Testes Funcionais Conector X0	184	START	1559234924637	1559234924637
USER	Testes Funcionais Conector X0	185	START	1559234924637	1559234924637
USER	Testes Funcionais Conector X0	186	START	1559234924638	1559234924638
USER	Testes Funcionais Conector X0	187	START	1559234924638	1559234924638
USER	Testes Funcionais Conector X0	189	START	1559234924638	1559234924638
USER	Testes Funcionais Conector X0	188	START	1559234924638	1559234924638
USER	Testes Funcionais Conector X0	191	START	1559234924639	1559234924639
USER	Testes Funcionais Conector X0	192	START	1559234924640	1559234924640
USER	Testes Funcionais Conector IMS	6	START	1559234924461	1559234924461
USER	Testes Funcionais Conector IMS	44	START	1559234924558	1559234924558
USER	Testes Funcionais Conector X0	194	START	1559234924642	1559234924642
USER	Testes Funcionais Conector X0	195	START	1559234924642	1559234924642
USER	Testes Funcionais Conector X0	196	START	1559234924643	1559234924643
USER	Testes Funcionais Conector X0	197	START	1559234924643	1559234924643
USER	Testes Funcionais Conector X0	198	START	1559234924643	1559234924643
USER	Testes Funcionais Conector X0	199	START	1559234924644	1559234924644
USER	Testes Funcionais Conector IMS	12	START	1559234924489	1559234924489
USER	Testes Funcionais Conector X0	193	START	1559234924641	1559234924641
USER	Testes Funcionais Conector IMS	58	START	1559234924569	1559234924569
USER	Testes Funcionais Conector IMS	80	START	1559234924584	1559234924584
USER	Testes Funcionais Conector IMS	69	START	1559234924578	1559234924578
USER	Testes Funcionais Conector X0	200	START	1559234924644	1559234924644
USER	Testes Funcionais Conector X0	190	START	1559234924639	1559234924639
USER	Testes Funcionais Conector X0	181	START	1559234924635	1559234924635
USER	Testes Funcionais Conector X0	153	START	1559234924622	1559234924622
USER	Testes Funcionais Conector X0	178	START	1559234924634	1559234924634
USER	Testes Funcionais Conector X0	138	START	1559234924615	1559234924615
REQUEST	42		Request - IMS - Code 200	1559234924558	1559234925088	OK	 
REQUEST	102		Request - X0 - Code 200	1559234924599	1559234925085	OK	 
REQUEST	99		Request - IMS - Code 200	1559234924598	1559234925130	OK	 
REQUEST	1		Request - IMS - Code 200	1559234924530	1559234925089	OK	 
REQUEST	13		Request - IMS - Code 200	1559234924535	1559234925129	OK	 
REQUEST	88		Request - IMS - Code 200	1559234924591	1559234925149	OK	 
REQUEST	15		Request - IMS - Code 200	1559234924539	1559234925158	OK	 
REQUEST	110		Request - X0 - Code 200	1559234924603	1559234925162	OK	 
REQUEST	107		Request - X0 - Code 200	1559234924601	1559234925163	OK	 
REQUEST	17		Request - IMS - Code 200	1559234924540	1559234925167	OK	 
REQUEST	21		Request - IMS - Code 200	1559234924541	1559234925175	OK	 
REQUEST	25		Request - IMS - Code 200	1559234924544	1559234925189	OK	 
REQUEST	50		Request - IMS - Code 200	1559234924565	1559234925170	OK	 
REQUEST	3		Request - IMS - Code 200	1559234924531	1559234925198	OK	 
REQUEST	118		Request - X0 - Code 200	1559234924608	1559234925198	OK	 
REQUEST	33		Request - IMS - Code 200	1559234924549	1559234925193	OK	 
REQUEST	29		Request - IMS - Code 200	1559234924547	1559234925206	OK	 
REQUEST	37		Request - IMS - Code 200	1559234924555	1559234925218	OK	 
REQUEST	5		Request - IMS - Code 200	1559234924558	1559234925220	OK	 
REQUEST	45		Request - IMS - Code 200	1559234924560	1559234925222	OK	 
REQUEST	2		Request - IMS - Code 200	1559234924576	1559234925223	OK	 
REQUEST	85		Request - IMS - Code 200	1559234924589	1559234925224	OK	 
REQUEST	66		Request - IMS - Code 200	1559234924578	1559234925224	OK	 
REQUEST	19		Request - IMS - Code 200	1559234924540	1559234925210	OK	 
REQUEST	93		Request - IMS - Code 200	1559234924594	1559234925226	OK	 
REQUEST	41		Request - IMS - Code 200	1559234924562	1559234925213	OK	 
REQUEST	74		Request - IMS - Code 200	1559234924583	1559234925240	OK	 
REQUEST	126		Request - X0 - Code 200	1559234924610	1559234925214	OK	 
REQUEST	134		Request - X0 - Code 200	1559234924614	1559234925246	OK	 
REQUEST	142		Request - X0 - Code 200	1559234924618	1559234925248	OK	 
REQUEST	150		Request - X0 - Code 200	1559234924622	1559234925251	OK	 
REQUEST	158		Request - X0 - Code 200	1559234924626	1559234925256	OK	 
REQUEST	49		Request - IMS - Code 200	1559234924565	1559234925239	OK	 
REQUEST	23		Request - IMS - Code 200	1559234924544	1559234925202	OK	 
REQUEST	31		Request - IMS - Code 200	1559234924548	1559234925263	OK	 
REQUEST	82		Request - IMS - Code 200	1559234924587	1559234925248	KO	status.find.is(200), but actually found 500
REQUEST	149		Request - X0 - Code 200	1559234924621	1559234925269	OK	 
REQUEST	90		Request - IMS - Code 200	1559234924592	1559234925269	KO	status.find.is(200), but actually found 500
REQUEST	135		Request - X0 - Code 200	1559234924614	1559234925274	OK	 
REQUEST	98		Request - IMS - Code 200	1559234924596	1559234925275	KO	status.find.is(200), but actually found 500
REQUEST	96		Request - IMS - Code 200	1559234924595	1559234925187	KO	status.find.is(200), but actually found 500
REQUEST	166		Request - X0 - Code 200	1559234924628	1559234925276	OK	 
REQUEST	79		Request - IMS - Code 200	1559234924615	1559234925275	OK	 
REQUEST	174		Request - X0 - Code 200	1559234924632	1559234925279	OK	 
REQUEST	57		Request - IMS - Code 200	1559234924569	1559234925276	OK	 
REQUEST	143		Request - X0 - Code 200	1559234924618	1559234925280	OK	 
REQUEST	106		Request - X0 - Code 200	1559234924601	1559234925277	KO	status.find.is(200), but actually found 500
REQUEST	104		Request - X0 - Code 200	1559234924600	1559234925277	KO	status.find.is(200), but actually found 500
REQUEST	112		Request - X0 - Code 200	1559234924604	1559234925282	KO	status.find.is(200), but actually found 500
REQUEST	120		Request - X0 - Code 200	1559234924608	1559234925284	KO	status.find.is(200), but actually found 500
REQUEST	151		Request - X0 - Code 200	1559234924622	1559234925285	OK	 
REQUEST	128		Request - X0 - Code 200	1559234924611	1559234925286	KO	status.find.is(200), but actually found 500
REQUEST	182		Request - X0 - Code 200	1559234924636	1559234925281	OK	 
REQUEST	9		Request - IMS - Code 200	1559234924576	1559234925287	OK	 
REQUEST	65		Request - IMS - Code 200	1559234924578	1559234925288	OK	 
REQUEST	136		Request - X0 - Code 200	1559234924615	1559234925289	KO	status.find.is(200), but actually found 500
REQUEST	73		Request - IMS - Code 200	1559234924584	1559234925290	OK	 
REQUEST	117		Request - X0 - Code 200	1559234924606	1559234925275	KO	status.find.is(200), but actually found 500
REQUEST	81		Request - IMS - Code 200	1559234924586	1559234925292	OK	 
REQUEST	114		Request - X0 - Code 200	1559234924605	1559234925293	OK	 
REQUEST	125		Request - X0 - Code 200	1559234924610	1559234925293	KO	status.find.is(200), but actually found 500
REQUEST	89		Request - IMS - Code 200	1559234924592	1559234925294	OK	 
REQUEST	97		Request - IMS - Code 200	1559234924596	1559234925296	OK	 
REQUEST	190		Request - X0 - Code 200	1559234924640	1559234925296	OK	 
REQUEST	105		Request - X0 - Code 200	1559234924600	1559234925298	OK	 
REQUEST	157		Request - X0 - Code 200	1559234924625	1559234925299	OK	 
REQUEST	113		Request - X0 - Code 200	1559234924604	1559234925300	OK	 
REQUEST	121		Request - X0 - Code 200	1559234924608	1559234925301	OK	 
REQUEST	165		Request - X0 - Code 200	1559234924628	1559234925301	OK	 
REQUEST	4		Request - IMS - Code 200	1559234924529	1559234925185	KO	status.find.is(200), but actually found 500
REQUEST	12		Request - IMS - Code 200	1559234924531	1559234925303	KO	status.find.is(200), but actually found 500
REQUEST	129		Request - X0 - Code 200	1559234924611	1559234925306	OK	 
REQUEST	20		Request - IMS - Code 200	1559234924542	1559234925305	KO	status.find.is(200), but actually found 500
REQUEST	28		Request - IMS - Code 200	1559234924547	1559234925309	KO	status.find.is(200), but actually found 500
REQUEST	11		Request - IMS - Code 200	1559234924546	1559234925239	KO	status.find.is(200), but actually found 500
REQUEST	122		Request - X0 - Code 200	1559234924609	1559234925310	OK	 
REQUEST	133		Request - X0 - Code 200	1559234924613	1559234925310	KO	status.find.is(200), but actually found 500
REQUEST	130		Request - X0 - Code 200	1559234924612	1559234925312	OK	 
REQUEST	146		Request - X0 - Code 200	1559234924620	1559234925314	OK	 
REQUEST	43		Request - IMS - Code 200	1559234924559	1559234925315	KO	status.find.is(200), but actually found 500
REQUEST	154		Request - X0 - Code 200	1559234924624	1559234925316	OK	 
REQUEST	51		Request - IMS - Code 200	1559234924566	1559234925317	KO	status.find.is(200), but actually found 500
REQUEST	162		Request - X0 - Code 200	1559234924627	1559234925317	OK	 
REQUEST	67		Request - IMS - Code 200	1559234924579	1559234925318	KO	status.find.is(200), but actually found 500
REQUEST	170		Request - X0 - Code 200	1559234924630	1559234925319	OK	 
REQUEST	83		Request - IMS - Code 200	1559234924587	1559234925320	KO	status.find.is(200), but actually found 500
REQUEST	186		Request - X0 - Code 200	1559234924638	1559234925320	OK	 
REQUEST	91		Request - IMS - Code 200	1559234924593	1559234925321	KO	status.find.is(200), but actually found 500
REQUEST	194		Request - X0 - Code 200	1559234924643	1559234925322	OK	 
REQUEST	36		Request - IMS - Code 200	1559234924555	1559234925324	KO	status.find.is(200), but actually found 500
REQUEST	58		Request - IMS - Code 200	1559234924645	1559234925324	OK	 
REQUEST	52		Request - IMS - Code 200	1559234924567	1559234925325	KO	status.find.is(200), but actually found 500
REQUEST	178		Request - X0 - Code 200	1559234924655	1559234925325	OK	 
REQUEST	138		Request - X0 - Code 200	1559234924683	1559234925327	OK	 
REQUEST	60		Request - IMS - Code 200	1559234924577	1559234925327	KO	status.find.is(200), but actually found 500
REQUEST	68		Request - IMS - Code 200	1559234924579	1559234925328	KO	status.find.is(200), but actually found 500
REQUEST	76		Request - IMS - Code 200	1559234924583	1559234925330	KO	status.find.is(200), but actually found 500
REQUEST	144		Request - X0 - Code 200	1559234924619	1559234925290	KO	status.find.is(200), but actually found 500
REQUEST	159		Request - X0 - Code 200	1559234924626	1559234925291	OK	 
REQUEST	137		Request - X0 - Code 200	1559234924615	1559234925351	OK	 
REQUEST	145		Request - X0 - Code 200	1559234924619	1559234925353	OK	 
REQUEST	167		Request - X0 - Code 200	1559234924628	1559234925353	OK	 
REQUEST	161		Request - X0 - Code 200	1559234924627	1559234925355	OK	 
REQUEST	189		Request - X0 - Code 200	1559234924639	1559234925355	OK	 
REQUEST	197		Request - X0 - Code 200	1559234924644	1559234925357	OK	 
REQUEST	69		Request - IMS - Code 200	1559234924647	1559234925364	OK	 
REQUEST	181		Request - X0 - Code 200	1559234924654	1559234925365	OK	 
REQUEST	175		Request - X0 - Code 200	1559234924632	1559234925374	OK	 
REQUEST	183		Request - X0 - Code 200	1559234924637	1559234925378	OK	 
REQUEST	191		Request - X0 - Code 200	1559234924640	1559234925380	OK	 
REQUEST	199		Request - X0 - Code 200	1559234924644	1559234925399	OK	 
REQUEST	84		Request - IMS - Code 200	1559234924588	1559234925331	KO	status.find.is(200), but actually found 500
REQUEST	152		Request - X0 - Code 200	1559234924623	1559234925343	KO	status.find.is(200), but actually found 500
REQUEST	115		Request - X0 - Code 200	1559234924605	1559234925346	KO	status.find.is(200), but actually found 500
REQUEST	123		Request - X0 - Code 200	1559234924609	1559234925429	KO	status.find.is(200), but actually found 500
REQUEST	169		Request - X0 - Code 200	1559234924629	1559234925417	KO	status.find.is(200), but actually found 500
REQUEST	39		Request - IMS - Code 200	1559234924556	1559234925405	KO	status.find.is(200), but actually found 500
REQUEST	177		Request - X0 - Code 200	1559234924633	1559234925431	KO	status.find.is(200), but actually found 500
REQUEST	47		Request - IMS - Code 200	1559234924563	1559234925431	KO	status.find.is(200), but actually found 500
REQUEST	55		Request - IMS - Code 200	1559234924568	1559234925438	KO	status.find.is(200), but actually found 500
REQUEST	160		Request - X0 - Code 200	1559234924626	1559234925439	KO	status.find.is(200), but actually found 500
REQUEST	63		Request - IMS - Code 200	1559234924577	1559234925440	KO	status.find.is(200), but actually found 500
REQUEST	168		Request - X0 - Code 200	1559234924629	1559234925441	KO	status.find.is(200), but actually found 500
REQUEST	71		Request - IMS - Code 200	1559234924581	1559234925441	KO	status.find.is(200), but actually found 500
REQUEST	6		Request - IMS - Code 200	1559234924529	1559234925309	KO	status.find.is(200), but actually found 500
REQUEST	176		Request - X0 - Code 200	1559234924633	1559234925442	KO	status.find.is(200), but actually found 500
REQUEST	85		Request - IMS - Code 422	1559234925225	1559234925443	KO	status.find.is(422), but actually found 200
REQUEST	92		Request - IMS - Code 200	1559234924593	1559234925426	KO	status.find.is(200), but actually found 500
REQUEST	7		Request - IMS - Code 200	1559234924585	1559234925442	KO	status.find.is(200), but actually found 500
REQUEST	185		Request - X0 - Code 200	1559234924638	1559234925453	KO	status.find.is(200), but actually found 500
REQUEST	87		Request - IMS - Code 200	1559234924591	1559234925454	KO	status.find.is(200), but actually found 500
REQUEST	193		Request - X0 - Code 200	1559234924641	1559234925455	KO	status.find.is(200), but actually found 500
REQUEST	95		Request - IMS - Code 200	1559234924595	1559234925456	KO	status.find.is(200), but actually found 500
REQUEST	153		Request - X0 - Code 200	1559234924654	1559234925456	KO	status.find.is(200), but actually found 500
REQUEST	103		Request - X0 - Code 200	1559234924599	1559234925457	KO	status.find.is(200), but actually found 500
REQUEST	111		Request - X0 - Code 200	1559234924603	1559234925458	KO	status.find.is(200), but actually found 500
REQUEST	82		Request - IMS - Code 422	1559234925269	1559234925467	KO	status.find.is(422), but actually found 200
REQUEST	119		Request - X0 - Code 200	1559234924608	1559234925472	KO	status.find.is(200), but actually found 500
REQUEST	100		Request - IMS - Code 200	1559234924597	1559234925487	OK	 
REQUEST	108		Request - X0 - Code 200	1559234924602	1559234925489	OK	 
USER	Testes Funcionais Conector IMS	82	END	1559234924586	1559234925488
USER	Testes Funcionais Conector IMS	85	END	1559234924588	1559234925489
REQUEST	116		Request - X0 - Code 200	1559234924606	1559234925491	OK	 
REQUEST	124		Request - X0 - Code 200	1559234924610	1559234925493	OK	 
REQUEST	132		Request - X0 - Code 200	1559234924613	1559234925495	OK	 
REQUEST	140		Request - X0 - Code 200	1559234924616	1559234925500	OK	 
REQUEST	148		Request - X0 - Code 200	1559234924621	1559234925503	OK	 
REQUEST	156		Request - X0 - Code 200	1559234924625	1559234925504	OK	 
REQUEST	164		Request - X0 - Code 200	1559234924628	1559234925506	OK	 
REQUEST	172		Request - X0 - Code 200	1559234924631	1559234925508	OK	 
REQUEST	180		Request - X0 - Code 200	1559234924635	1559234925510	OK	 
REQUEST	188		Request - X0 - Code 200	1559234924639	1559234925512	OK	 
REQUEST	44		Request - IMS - Code 200	1559234924642	1559234925513	OK	 
REQUEST	196		Request - X0 - Code 200	1559234924643	1559234925515	OK	 
REQUEST	8		Request - IMS - Code 200	1559234924634	1559234925443	KO	status.find.is(200), but actually found 500
REQUEST	127		Request - X0 - Code 200	1559234924611	1559234925473	KO	status.find.is(200), but actually found 500
REQUEST	14		Request - IMS - Code 200	1559234924536	1559234925443	KO	status.find.is(200), but actually found 500
REQUEST	22		Request - IMS - Code 200	1559234924542	1559234925635	KO	status.find.is(200), but actually found 500
REQUEST	30		Request - IMS - Code 200	1559234924548	1559234925636	KO	status.find.is(200), but actually found 500
REQUEST	184		Request - X0 - Code 200	1559234924638	1559234925640	OK	 
REQUEST	131		Request - X0 - Code 200	1559234924612	1559234925477	KO	status.find.is(200), but actually found 500
REQUEST	139		Request - X0 - Code 200	1559234924615	1559234925645	KO	status.find.is(200), but actually found 500
REQUEST	147		Request - X0 - Code 200	1559234924620	1559234925658	KO	status.find.is(200), but actually found 500
REQUEST	155		Request - X0 - Code 200	1559234924624	1559234925660	KO	status.find.is(200), but actually found 500
REQUEST	163		Request - X0 - Code 200	1559234924627	1559234925661	KO	status.find.is(200), but actually found 500
REQUEST	171		Request - X0 - Code 200	1559234924630	1559234925663	KO	status.find.is(200), but actually found 500
REQUEST	179		Request - X0 - Code 200	1559234924634	1559234925664	KO	status.find.is(200), but actually found 500
REQUEST	187		Request - X0 - Code 200	1559234924638	1559234925666	KO	status.find.is(200), but actually found 500
REQUEST	192		Request - X0 - Code 200	1559234924641	1559234925643	OK	 
REQUEST	195		Request - X0 - Code 200	1559234924643	1559234925667	KO	status.find.is(200), but actually found 500
